exp2_train,cam09,2501,1,items,954,357,1152,693,loc, -1
exp2_train,cam09,2502,1,items,954,357,1152,693,loc, -1
exp2_train,cam09,2503,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2504,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2505,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2506,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2507,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2508,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2509,1,items,963,366,1164,705,loc, -1
exp2_train,cam09,2510,1,items,963,366,1164,705,loc, -1
exp2_train,cam09,2511,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2512,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2513,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2514,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2515,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2516,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2517,1,items,963,372,1164,711,loc, -1
exp2_train,cam09,2518,1,items,963,372,1164,711,loc, -1
exp2_train,cam09,2519,1,items,960,369,1161,708,loc, -1
exp2_train,cam09,2520,1,items,960,369,1161,708,loc, -1
exp2_train,cam09,2521,1,items,960,369,1161,708,loc, -1
exp2_train,cam09,2522,1,items,960,369,1161,708,loc, -1
exp2_train,cam09,2523,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2524,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2525,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2526,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2527,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2528,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2529,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2530,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2531,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2532,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2533,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2534,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2535,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2536,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2537,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2538,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2539,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2540,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2541,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2542,1,items,957,366,1158,705,loc, -1
exp2_train,cam09,2543,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2544,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2545,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2546,1,items,960,375,1161,714,loc, -1
exp2_train,cam09,2547,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2548,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2549,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2550,1,items,963,378,1164,717,loc, -1
exp2_train,cam09,2551,1,items,960,363,1161,702,loc, -1
exp2_train,cam09,2552,1,items,960,363,1161,702,loc, -1
exp2_train,cam09,2553,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2554,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2555,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2556,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2557,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2558,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2559,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2560,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2561,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2562,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2563,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2564,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2565,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2566,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2567,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2568,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2569,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2570,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2571,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2572,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2573,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2574,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2575,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2576,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2577,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2578,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2579,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2580,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2581,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2582,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2583,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2584,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2585,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2586,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2587,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2588,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2589,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2590,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2591,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2592,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2593,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2594,1,items,957,360,1158,699,loc, -1
exp2_train,cam09,2595,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2596,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2597,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2598,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2599,1,items,954,357,1155,696,loc, -1
exp2_train,cam09,2600,1,items,954,357,1155,696,loc, -1
